6:58am,1 Leopard,"S25, 1.4km E of S114 Near Malelane",5/5,Cara0022,"Dec 23, 2023 · 5:41 AM UTC"
7:06am,1 Lion feeding,"S28, 2.5km E of H4-2 S junction, 5m from the road Near Crocodile Bridge",5/5,adanfra,"Dec 23, 2023 · 5:39 AM UTC"
7:03am,3 Lions stationary,"S100, 8.4km E of H1-3 Near Satara",5/5,tomtomco90,"Dec 23, 2023 · 5:38 AM UTC"
7:07am,4 Lions walking around each other,"S25, between S114 and S119 Near Malelane",5/5,Candy,"Dec 23, 2023 · 5:13 AM UTC"
6:46am,1 Crocodile ,"H4-2, Vurhami Bridge Near Crocodile Bridge",5/5,1234,"Dec 23, 2023 · 4:53 AM UTC"
6:25am,3 Cheetahs on the move,"S28, 3.4km E from the H4-2 S entrance. Moved off E on E side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 23, 2023 · 4:48 AM UTC"
6:13am,3 Spotted Hyena sleeping,"S25, near turnoff to Lukimbi Near Malelane",3/5,Johane,"Dec 23, 2023 · 4:39 AM UTC"
5:45am,1 Leopard on the move,"H11, 1.5km E of S1, walking approx 50m away from the road Near Paul Kruger gate",5/5,Andisha,"Dec 23, 2023 · 4:03 AM UTC"
5:38am,5 Southern Ground Hornbills in the riverbed,"S119, about 2km N from the S25 Near Malelane",3/5,the Greeffies,"Dec 23, 2023 · 4:03 AM UTC"
5:00pm,2 Bateleurs stationary,"S119, 800m S of Gardenia hide towards S25 Near Malelane",3/5,Neels,"Dec 22, 2023 · 3:54 PM UTC"
5:45pm,2 Wild Dogs stationary,"S28, 3.2km E from H4-2 S entrance Near Crocodile Bridge",5/5,Delport Family,"Dec 22, 2023 · 3:54 PM UTC"
5:30pm,1 Martial Eagle in a tree,"H1-2, 120m N of Olifants Waterhole turnoff Near Skukuza",5/5,Pats,"Dec 22, 2023 · 3:54 PM UTC"
5:27pm,Large herd of Buffalo stationary,"S28, 6km E of H4-2 S junction Near Crocodile Bridge",5/5,Delport Family,"Dec 22, 2023 · 3:40 PM UTC"
12:11pm,3 Lions stationary,"S90, 300m E of H1-4 Near Satara",3/5,Callumn photography,"Dec 22, 2023 · 2:34 PM UTC"
1:31pm,Photo of the Lion drinking,"H1-2, 3.6km W of S83 E, drinking water and then  crossing the river Near Skukuza",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 2:31 PM UTC"
1:31pm,1 Lion drinking,"H1-2, 3.6km W of S83 E, drinking water and then  crossing the river Near Skukuza",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 2:04 PM UTC"
2:40pm,1 Steenbok stationary,"H3, 4km N of Afsaal Near Jock Safari Lodge",4/5,Neels,"Dec 22, 2023 · 1:07 PM UTC"
2:40pm,1 Klipspringer stationary,"H3, 4km N of Afsaal Near Jock Safari Lodge",4/5,Neels,"Dec 22, 2023 · 1:07 PM UTC"
2:32pm,2 Southern Ground Hornbill stationary,"S1, 850m W of Nyamundwa dam, sitting under a tree Near Phabeni",4/5,Leopardisa,"Dec 22, 2023 · 1:02 PM UTC"
1:44pm,10 Elephant drinking,"H4-2, 4.7km N of S28 N jnction, across the river Near Lower Sabie",4/5,MadMac3,"Dec 22, 2023 · 12:20 PM UTC"
8:38am,5 Elephant crossed road,"S39, 6.7km W of H1-4 Near Olifants",5/5,tomtomco90,"Dec 22, 2023 · 12:20 PM UTC"
10:58am,2 Buffalo stationary,"S39, 17.5km N of H7 Near Satara",5/5,tomtomco90,"Dec 22, 2023 · 12:20 PM UTC"
10:10am,7 Lion on the move,"S125, 10km W of H1-3 Near Satara",5/5,Sheila,"Dec 22, 2023 · 12:09 PM UTC"
12:26pm,4 Spotted Hyena and Cape Vultures feeding on Impala carcass,"H12, 2.1km S of H1-2 Near Skukuza",3/5,Sylvie 23,"Dec 22, 2023 · 11:20 AM UTC"
12:49pm,1 Elephant stationary,"S28, 10.5km E of H4-2 S junction Near Crocodile Bridge",3/5,MadMac3,"Dec 22, 2023 · 11:20 AM UTC"
4:42am,2 Lion crossed road,"H7, 3.4km E of S106 W junction Near Orpen",5/5,rouxtjie,"Dec 22, 2023 · 10:29 AM UTC"
9:05am,1 Leopard sleeping in a tree,"S83, 450m N of H1-2 W junction Near Skukuza",3/5,MartinMeyer wild,"Dec 22, 2023 · 10:29 AM UTC"
12:08pm,2 Wild Dog stationary,"S28, 1.9km E of H4-2 S junction Near Crocodile Bridge",3/5,MadMac3,"Dec 22, 2023 · 10:29 AM UTC"
6:00am,Pack of Wild Dog ,"S60, between the S59 and H13-2 Near Punda Maria",5/5,DaniëlH,"Dec 22, 2023 · 10:20 AM UTC"
9:50am,1 African Wild Cat crossed road,"S130, 500m S of H4-2 N junction Near Lower Sabie",4/5,JohnSmith,"Dec 22, 2023 · 9:44 AM UTC"
11:10am,1 Leopard in a tree,"S83, 200m N from H1-2 W entrance, went to lay down shortly after Near Skukuza",3/5,The Emmett Family Adventures,"Dec 22, 2023 · 9:32 AM UTC"
11:10am,Vurhami pride of Lion stationary,"S28, 1km E from H4-2 S entrance, E side of road at lollipop entrance Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 22, 2023 · 9:23 AM UTC"
10:55am,Pack of Wild Dog stationary,"S28, under bush on E side, 1.4km S of Shishangeni turnoff. Not far off the road Near Crocodile Bridge",3/5,Jean - Discover Kruger Safaris,"Dec 22, 2023 · 9:23 AM UTC"
10:47am,1 Brown Snake Eagle stationary,"S95, 900m E of H1-6 N junction Near Letaba",5/5,Pats,"Dec 22, 2023 · 9:03 AM UTC"
8:48am,1 African Comb Duck stationary,"S131, 8.2km W of H9 E junction at Spukayila Dam Near Letaba",5/5,Pats,"Dec 22, 2023 · 9:03 AM UTC"
8:45am,3 Black backed Jackal ,"H1-4, 2km N of S147 Near Satara",5/5,Renata - Kedibone Safaris,"Dec 22, 2023 · 8:54 AM UTC"
10:01am,1 Lion sleeping,"S114, under a tree about  halfway between the S22 and H1-1 Near Skukuza",3/5,The Emmett Family Adventures,"Dec 22, 2023 · 8:47 AM UTC"
6:41am,Photo of the pride of Lion stationary,"H4-2, 800m E of S28 S entrance. Near Crocodile Bridge",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 8:01 AM UTC"
9:31am,5 Wild Dog ,"S28, 1.6km E of H4-2 S junction Near Crocodile Bridge",2/5,RubenSmit,"Dec 22, 2023 · 7:41 AM UTC"
9:19am,2 Kori Bustard ,"S25, 10m from H4-2 junction Near Crocodile Bridge",5/5,Noa,"Dec 22, 2023 · 7:30 AM UTC"
7:50am,1 Elephant on the move,"S25, 1.9km W of Mjejane private camp road turnoff Near Malelane",5/5,Braydonm07,"Dec 22, 2023 · 6:03 AM UTC"
7:39am,Pack of Wild Dog stationary,"H7, near Nsemani dam Near Satara",5/5,Jackie,"Dec 22, 2023 · 6:00 AM UTC"
6:50am,11 Wild Dogs running,"H7, Nsemani dam Near Satara",5/5,Martha du Plessis,"Dec 22, 2023 · 5:40 AM UTC"
6:50am,Herd of Elephant,"H9, at Rhidonda dam Near Letaba",5/5,Renata - Kedibone Safaris,"Dec 22, 2023 · 5:39 AM UTC"
6:40am,Huge herd of Buffalo ,"H9, 1.8km W of Rhidonda dam Near Letaba",5/5,Renata - Kedibone Safaris,"Dec 22, 2023 · 5:39 AM UTC"
5:05am,2 Lions mating,"H7, 1km E of S106 W junction Near Orpen",5/5,Callumn photography,"Dec 22, 2023 · 5:29 AM UTC"
7:07am,1 African Hawk Eagle in a tree,"H1-4, 1km S of S90 Near Satara",5/5,Die Wolmaranse,"Dec 22, 2023 · 5:24 AM UTC"
7:03am,2 Spotted Hyenas,"H1-4, about 1km from S90 at the No Entry sign Near Satara",5/5,Die Wolmaranse,"Dec 22, 2023 · 5:23 AM UTC"
6:17am,3 Wild Dogs on the move,"H1-5, 2km N of H8 Near Olifants Camp",5/5,Tiffhall07,"Dec 22, 2023 · 5:16 AM UTC"
4:34am,1 Black backed Jackal on the move,"S25, 250m W of H4-2 Near Crocodile Bridge",5/5,kelsww,"Dec 22, 2023 · 5:16 AM UTC"
4:31am,1 African Wild Cat on the move,"H4-2, 350m S of S25 Near Crocodile Bridge",3/5,kelsww,"Dec 22, 2023 · 5:16 AM UTC"
6:36am,3 Lions stationary and Black backed Jackal,"H4-2, 1km N of S28 S junction Near Crocodile Bridge",2/5,Andrew123,"Dec 22, 2023 · 5:16 AM UTC"
6:37am,1 Spotted Hyena on the move,"S25, 5.7km E of S26 Near Crocodile Bridge",3/5,Marianne6932,"Dec 22, 2023 · 5:16 AM UTC"
6:41am,1 Leopard in a tree,"S25, 7.4km W of H4-2 Near Crocodile Bridge",3/5,Braydonm07,"Dec 22, 2023 · 5:16 AM UTC"
6:30am,1 Leopard stationary,"S25, on a boulder 1.3km E of S114 Near Malelane",5/5,Nardi,"Dec 22, 2023 · 4:57 AM UTC"
6:47am,1 Leopard in a tree,"S25, 7.4km W of H4-2 Near Crocodile Bridge",4/5,Ganchi family,"Dec 22, 2023 · 4:57 AM UTC"
6:36am,3 Rock Dassies stationary,"S51, on rock 72m S of H9 E junction Near Phalaborwa",5/5,Pats,"Dec 22, 2023 · 4:49 AM UTC"
6:20am,1 Leopard on the move,"S25, walking down road for about 300m then turned off into bush. About 2km E from S139 Biyamati turn off. Near Biyamiti Bush Camp",5/5,Daniel lipchin,"Dec 22, 2023 · 4:35 AM UTC"
1:30pm,11 Lions stationary,"H1-3, near Mazithi Dam Near Tshokwane",4/5,ViajerosCallejeros,"Dec 24, 2023 · 2:03 PM UTC"
11:50am,1 Bateleur in a tree,"H3, 1.9km N of the Matjulu Bridge Near Malelane",3/5,Neels,"Dec 24, 2023 · 2:02 PM UTC"
6:29am,6 Elephants on the move,"H14, 3.1km N of the H9 Near Phalaborwa",5/5,DieStanders,"Dec 24, 2023 · 2:01 PM UTC"
12:14pm,1 Lion stationary,"S28, 2.8km N of the H4-2 S entrance Near Crocodile Bridge",4/5,prish,"Dec 24, 2023 · 2:01 PM UTC"
10:30am,1 Leopard stationary,"S110 tar road, 3km W of the H3 Near Malelane",5/5,Chanelle,"Dec 24, 2023 · 12:23 PM UTC"
7:00am,1 Leopard stationary,"S110 tar road, 3km W of the H3 Near Malelane",3/5,Rogerio Aiyavoo,"Dec 24, 2023 · 12:20 PM UTC"
8:00am,1 Leopard in a tree,"S4, N of the S1 Near Skukuza",3/5,Ayesha,"Dec 24, 2023 · 12:19 PM UTC"
8:40am,1 Martial Eagle stationary,"H3, at the Matjulu Bridge Near Malelane",3/5,Neels,"Dec 24, 2023 · 9:54 AM UTC"
8:11am,1 Honey Badger on the move,"S1, 500m from the S3 Near Pretoriuskop",5/5,Danz05,"Dec 24, 2023 · 9:54 AM UTC"
6:38am,8 Elephants on the move,"S130, 1.4km N of the H4-2 S entrance Near Crocodile Bridge",5/5,Rafaelco,"Dec 24, 2023 · 9:53 AM UTC"
6:00am,1 Leopard stationary,"S110 tar road, 3.6km W of the H3 Near Malelane",3/5,Neels,"Dec 24, 2023 · 9:53 AM UTC"
5:00am,1 Leopard on the move,"S110 tar road, 4.4km W of the H3 Near Malelane",5/5,Hemara,"Dec 24, 2023 · 9:52 AM UTC"
12:15pm,1 Leopard in a tree,"H3, distant view on E side from S110 tar junction Near Malelane",2/5,AfricanBushKingdom,"Dec 26, 2023 · 12:02 PM UTC"
12:34pm,3 Wild Dogs sleeping,"H3, 1.4km N of Afsaal Near Jock Safari Lodge",3/5,JTSearle,"Dec 26, 2023 · 12:02 PM UTC"
12:05pm,1 Spotted Hyena sleeping under a tree,"H1-1, just N of S114 Near Skukuza",5/5,Mieke4,"Dec 26, 2023 · 12:01 PM UTC"
1:20pm,4 Wild Dogs running,"H3, 2.5km N of Afsaal Near Jock Safari lodge",5/5,Neels,"Dec 26, 2023 · 11:47 AM UTC"
1:16pm,1 Cheetah running,"S25, 1km E of S27 turn off Near Crocodile Bridge",5/5,mia@23,"Dec 26, 2023 · 11:47 AM UTC"
1:02pm,2 Marabou Storks,"S114, just after S121 Near Malelane",5/5,Aj Products,"Dec 26, 2023 · 11:47 AM UTC"
11:53am,"2 Cheetahs were stationary, now on the move","S1, 1.1km E of S4 Near Skukuza",5/5,Mohammed patel,"Dec 26, 2023 · 11:30 AM UTC"
11:48am,1 Spotted Hyena on the move,"H4-2, walking into the bush 1.2km S from S82 S junction Near Lower Sabie",5/5,Antoinette,"Dec 26, 2023 · 10:38 AM UTC"
10:50am,Photo of the Pride of Lion stationary,"S137, 1.3km E of S130 on S side, in the rain Near Lower Sabie",5/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 9:44 AM UTC"
10:10am,3 Lions,"H14, 2km before Nandzana Near Phalaborwa",5/5,minx,"Dec 26, 2023 · 9:32 AM UTC"
10:10am,1 Leopard crossed road,"H3, at S110 tar junction Near Malelane",5/5,Kumbana,"Dec 26, 2023 · 9:32 AM UTC"
11:08am,2 Cheetahs,"S1, 2km E from S4 towards S65 Near Skukuza",3/5,The Sulemans,"Dec 26, 2023 · 9:32 AM UTC"
9:35am,6 Lions stationary,"S137, 1km E of S130 Near Lower Sabie",3/5,Wildphotos 40,"Dec 26, 2023 · 9:04 AM UTC"
8:44am,6 Wild Dogs stationary,"H5, 6km W of H4-2 Near Crocodile Bridge",5/5,Wildphotos 40,"Dec 26, 2023 · 9:04 AM UTC"
10:43am,1 Elephant ,"S25, 5.1km W of H4-2 Near Crocodile Bridge",5/5,Antoinette,"Dec 26, 2023 · 9:02 AM UTC"
8:36am,1 Honey Badger,"H3, 5.9km S of S112 Near Skukuza",5/5,Madz009,"Dec 26, 2023 · 8:45 AM UTC"
9:59am,1 Spotted Hyena stationary,"H1-1, uner a tree next to the road 1.6km N of S114 Near Skukuza",5/5,KevinAltonToine,"Dec 26, 2023 · 8:45 AM UTC"
8:19am,1 Spotted Hyena on the move,"S108, 550m W of H5 Near Crocodile Bridge",2/5,KevinAltonToine,"Dec 26, 2023 · 8:45 AM UTC"
8:01am,2 Wild Dogs hunting,"S108, 400m W of H5 Near Crocodile Bridge",5/5,KevinAltonToine,"Dec 26, 2023 · 8:45 AM UTC"
10:00am,3 Lions marking territory,"S37, 10km E of H1-3 Near Tshokwane",5/5,T,"Dec 26, 2023 · 8:34 AM UTC"
10:01am,1 Leopard on the move,"S110 tar, at H3 junction, trying to cross the road heavy traffic jam with vehicles Near Malelane",5/5,Mel,"Dec 26, 2023 · 8:21 AM UTC"
8:45am,1 Lilac Breasted Roller in a tree,"S110 sand, 2km W of H3 Near Berg En Dal",5/5,NY Energy,"Dec 26, 2023 · 8:20 AM UTC"
8:50am,1 African Fish Eagle in a tree,"H3, Matjulu Bridge Near Malelane",5/5,Neels,"Dec 26, 2023 · 8:19 AM UTC"
9:30am,1 Leopard hunting,"S110 tar, at H3 junction Near Malelane",5/5,Rogerio Aiyavoo,"Dec 26, 2023 · 8:19 AM UTC"
8:30am,3 Spotted Hyenas sleeping,"H1-6, 750m N of H14 Near Mopani",3/5,GreylingR,"Dec 26, 2023 · 8:19 AM UTC"
8:28am,2 African Fish Eagles,"H4-2, 850m N of S28 N junction Near Lower Sabie",5/5,adanfra,"Dec 26, 2023 · 8:19 AM UTC"
9:18am,5 Spotted Hyenas,"H3, just S of H1-1 Near Skukuza",5/5,Madz009,"Dec 26, 2023 · 8:19 AM UTC"
9:15am,5 Spotted Hyenas suckling and Wild Dog,"H1-1, 850m N of S114 Near Skukuza",5/5,Louwpret1984,"Dec 26, 2023 · 8:18 AM UTC"
9:21am,5 Spotted Hyena,"H1-1, 800m N of S114 Near Skukuza",5/5,Madz009,"Dec 26, 2023 · 8:18 AM UTC"
9:23am,1 Giraffe,"S114, 1.4km N of S121 Near Malelane",5/5,LeonSmrs,"Dec 26, 2023 · 8:15 AM UTC"
9:115am,1 Leopard hunting,"S110 tar, 300m W of H3 Near Malelane",5/5,AfricanBushKingdom,"Dec 26, 2023 · 8:14 AM UTC"
8:48am,1 Southern ground Hornbill in a tree,"S114, 950m E of H3 Near Malelane",4/5,karinajvv,"Dec 26, 2023 · 7:04 AM UTC"
8:39am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",3/5,TanyaLab,"Dec 26, 2023 · 7:03 AM UTC"
7:50am,1 Leopard marking territory,"S114, 1.1km N of S118 Near Malelane",3/5,AfricanBushKingdom,"Dec 26, 2023 · 6:47 AM UTC"
8:13am,1 Lion on the move,"H4-2, 900m N of S28 S junction, went into the bush Near Crocodile Bridge",3/5,nadine,"Dec 26, 2023 · 6:46 AM UTC"
6:30am,1 Spotted Hyena on the move,"S119, 500m E of Gardenia Near Malelane",4/5,Neels,"Dec 26, 2023 · 6:33 AM UTC"
6:30am,3 Bateleur stationary,"S119, 500m E of Gardenia Near Malelane",3/5,Neels,"Dec 26, 2023 · 6:33 AM UTC"
8:04am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",5/5,Chanté,"Dec 26, 2023 · 6:32 AM UTC"
7:11am,Pride of Lion stationary,"S137, 2km after Dukes dam Near Lower Sabie",5/5,N and N,"Dec 26, 2023 · 6:32 AM UTC"
7:35am,1 Verreaux's Eagle Owl ,"S28, 3km S of S107 Near Crocodile Bridge",5/5,Pats,"Dec 26, 2023 · 6:32 AM UTC"
6:58am,3 Cheetah stationary,"S28, in long grass on E side, about 80m from the road, 11.6km E from H4-2 S entrance. No visual unless they stand. Near Crocodile Bridge",1/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 6:31 AM UTC"
6:45am,3 Cheetah on the move,"S28, 11.4km E from H4-2 S entrance. Moving E on E side of road. Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 6:31 AM UTC"
8:05am,1 Leopard crossed road,"H3, 50m N of S114 Near Malelane",5/5,kroth,"Dec 26, 2023 · 6:09 AM UTC"
7:49am,3 Black backed Jackal stationary,"H4-2, 350m N of S25 Near Crocodile Bridge",3/5,hjroux,"Dec 26, 2023 · 6:09 AM UTC"
7:19am,1 Spotted Hyena on the move,"H1-1, 750m S of H11 Near Skukuza",5/5,WMuller,"Dec 26, 2023 · 5:37 AM UTC"
7:17am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",1/5,Bretsk1234,"Dec 26, 2023 · 5:37 AM UTC"
7:29am,2 Elephant ,"H2-2, just after turning off from H1-1 Near Pretoriuskop",5/5,Joe,"Dec 26, 2023 · 5:32 AM UTC"
7:15am,1 African Green Pigeon stationary,"S119, 300m W of Gardenia Near Malelane",3/5,Neels,"Dec 26, 2023 · 5:30 AM UTC"
7:13am,2 Lion stationary,"S25, 1.1km W of S27 Near Crocodile Bridge",1/5,Tanjaskinner,"Dec 26, 2023 · 5:25 AM UTC"
7:12am,1 Lion stationary,"H4-2, 150m S of S28 S junction. laying in the grass Near Crocodile Bridge",3/5,Mieke4,"Dec 26, 2023 · 5:25 AM UTC"
7:12am,1 Lion stationary,"H4-2, 750m N of S25 Near Crocodile Bridge",5/5,adanfra,"Dec 26, 2023 · 5:25 AM UTC"
6:58am,2 Lion stationary,"H9, 4.8km W of S96 Near Letaba",5/5,Chop Su,"Dec 26, 2023 · 5:25 AM UTC"
6:57am,6 Lion on the move,"H4-2, in the road, 100m N of the Vulhami bridge Near Crocodile Bridge",5/5,Junius,"Dec 26, 2023 · 5:04 AM UTC"
6:54am,2 Hooded Vulture ,"S114, 260m N of S121 Near Malelane",5/5,Madz009,"Dec 26, 2023 · 4:58 AM UTC"
6:33am,1 Southern Ground Hornbill ,"S121, 1.7km E of H3 Near Malelane",4/5,Madz009,"Dec 26, 2023 · 4:58 AM UTC"
6:37am,4 Marabou Stork stationary,"S25, 230m W of H4-2 Near Crocodile Bridge",5/5,Tanjaskinner,"Dec 26, 2023 · 4:58 AM UTC"
5:03am,1 Lion on the move,"H6, 4.2km E of H1-3 Near Satara",5/5,Rafaelfco,"Dec 26, 2023 · 4:45 AM UTC"
6:02am,1 Spotted Hyena on the move,"S114, 1.9km E of H3 Near Malelane",5/5,Wildphotos 40,"Dec 26, 2023 · 4:41 AM UTC"
6:09am,1 Giraffe stationary,"H3, 1.7km N of S114 Near Malelane",5/5,Madz009,"Dec 26, 2023 · 4:41 AM UTC"
6:18am,1 Giraffe eating,"S121, 1.4km W of S114 Near Malelane",4/5,Nats25,"Dec 26, 2023 · 4:36 AM UTC"
6:19am,1 Elephant stationary,"H1-1, 1.7km N of S114 Near Skukuza",3/5,LeonSmrs,"Dec 26, 2023 · 4:36 AM UTC"
5:09am,4 Lion stationary,"H7, 5km from H1-3 Near Satara",5/5,Park Jamaat/Bajeesquad,"Dec 26, 2023 · 4:26 AM UTC"
12:15pm,4 Southern Ground-hornbill in a tree,"S114, 1.8km E of the H3 Near Malelane",4/5,Neels,"Dec 25, 2023 · 3:04 PM UTC"
10:19am,3 Lion stationary,"H1-2, 4.4km N of the H12 Near Skukuza",4/5,Ludmilla,"Dec 25, 2023 · 3:03 PM UTC"
8:20am,2 Lion on the move,"S118, W of the S114 Near Malelane",5/5,TommyJvr,"Dec 25, 2023 · 3:03 PM UTC"
9:40am,1 Wahlberg's Eagle in a tree,"S110 sand road, at Matjulu Waterhole Near Berg-en-Dal",4/5,Neels,"Dec 25, 2023 · 3:00 PM UTC"
6:20am,1 Cheetah on the move,"H1-4, 3.6km N of the S127 Near Satara",5/5,Ludmilla,"Dec 25, 2023 · 2:59 PM UTC"
8:47am,1 Spotted Hyena feeding,"S114, 850m S of the S121 Near Malelane",5/5,MadMac3,"Dec 25, 2023 · 2:56 PM UTC"
5:32am,3 Wild Dog stationary,"H1-4, 1.4km S of the S91 Near Olifants",5/5,Ludmilla,"Dec 25, 2023 · 2:56 PM UTC"
8:10am,Pack of Wild Dog stationary,"H10, 200m S of Nkumbe Lookout Point Near Tshokwane",5/5,Bedi,"Dec 25, 2023 · 2:56 PM UTC"
7:50am,1 Lion stationary,"H7, 1.6km W of the H1-3 Near Satara",5/5,Park Jamaat/Bajeesquad,"Dec 25, 2023 · 2:55 PM UTC"
6:25am,1 Leopard in a tree with kill,"H3, 500m S of Matjulu Bridge Near Malelane",4/5,Mel,"Dec 25, 2023 · 2:53 PM UTC"
9:52am,Pack of Wild Dog hunting,"H3, about 100m from Afsaal. Near Malelane",5/5,Pat,"Dec 27, 2023 · 7:57 AM UTC"
9:30am,3 Lion stationary,"S28, 1.5km E of H4-2 S junction Near Crocodile Bridge",5/5,Neels,"Dec 27, 2023 · 7:53 AM UTC"
8:10am,2 African Fish Eagle in 2 different trees,"S25, 200m E of S26 Near Crocodile Bridge",5/5,Neels,"Dec 27, 2023 · 6:19 AM UTC"
7:58am,3 Lion stationary,"S28, 1.5km E from the H4-2 S entrance. Near Crocodile Bridge",3/5,SMG GROUP,"Dec 27, 2023 · 6:19 AM UTC"
7:18am,3 Wild Dog on the move,"H3, near Afsaal Near Malelane",4/5,Candy,"Dec 27, 2023 · 5:35 AM UTC"
7:20am,1 Leopard moved off tree,"S25, 16.4km E from the Lukimbi entrance Near Biyamiti Bush Camp",5/5,Neels,"Dec 27, 2023 · 5:35 AM UTC"
7:20am,1 Tree blocking the road,"S65, causeway between the H1-1 and S1 Near Skukuza",5/5,Nhlamulo,"Dec 27, 2023 · 5:32 AM UTC"
6:59am,3 Lion stationary,"S28, 1.5km E from the H4-2 S entrance. Near Crocodile Bridge",2/5,Duval,"Dec 27, 2023 · 5:16 AM UTC"
6:50am,Vurhami pride of Lion stationary,"S28, 1.5km E from the H4-2 S entrance. On E side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 27, 2023 · 5:03 AM UTC"
6:27am,5 Lion hunting Blue Wildebeest,"H7, at Tamboti camp turnoff Near Orpen",5/5,Boatman3678,"Dec 27, 2023 · 4:36 AM UTC"
2:37pm,1 Leopard ,"H10, 10.4km N of H4-2 Near Lower Sabie",3/5,Madz009,"Dec 26, 2023 · 3:56 PM UTC"
8:14am,1 Leopard in a tree,"S82, off the H4-2 S Near Lower Sabie",5/5,Bhana Fam,"Dec 26, 2023 · 3:35 PM UTC"
2:17pm,1 Lion stationary,"H1-2, 3km E of S83 W junction Near Skukuza",1/5,Fikiz and Co,"Dec 26, 2023 · 3:25 PM UTC"
4:10pm,1 Bateleur,"S110 sand, 5km W of H3 Near Berg En Dal",4/5,Neels,"Dec 26, 2023 · 3:05 PM UTC"
4:15pm,2 Leopards on the move,"H3, Mlambane Bridge Near Malelane",5/5,NY ENERGY,"Dec 26, 2023 · 3:01 PM UTC"
3:15pm,10 Wild Dogs stationary,"H12, 500m N of H12 bridge Near Skukuza",5/5,Wolfie and Diedre,"Dec 26, 2023 · 3:00 PM UTC"
10:30am,4 Wild Dogs stationary,"H2-2, 5.4km W of S114 Near Malelane",3/5,em cutts,"Dec 26, 2023 · 2:57 PM UTC"
8:18am,1 Spotted Hyena on the move,"H7, 3.2km W of S106 E junction Near Orpen",1/5,Ashlynf,"Dec 26, 2023 · 2:56 PM UTC"
8:01am,2 Elephants eating,"H7, 5.3km W of S106 E junction Near Orpen",4/5,Ashlynf,"Dec 26, 2023 · 2:56 PM UTC"
4:16pm,1 Spotted Hyena eating,"H7, 650m W of Nsemani dam Near Satara",3/5,EddyB,"Dec 26, 2023 · 2:55 PM UTC"
1:55pm,1 Buffalo,"H4-2, 2.9km S of H5 Near Crocodile Bridge",5/5,MJ7,"Dec 26, 2023 · 2:55 PM UTC"
4:12pm,1 Spotted Hyena,"H7, 900m W of Nsemani dam Near Satara",2/5,EddyB,"Dec 26, 2023 · 2:55 PM UTC"
1:55pm,1 Elephant eating,"H4-2, 3.2km S of H5 Near Crocodile Bridge",5/5,MJ7,"Dec 26, 2023 · 2:55 PM UTC"
7:30am,4 Spotted Hyenas crossed road,"H3, 2.1km S of Afsaal Near Malelane",5/5,alher,"Dec 26, 2023 · 2:55 PM UTC"
3:24pm,Pod of 7 Hippopotami swimming,"H10, Sabie River Bridge Near Lower Sabie",3/5,Louwpret1984,"Dec 26, 2023 · 1:48 PM UTC"
3:37pm,5 Lions on the move,"H7, 3km E of Tamboti turnoff Near Orpen",5/5,Sheila,"Dec 26, 2023 · 1:41 PM UTC"
2:50pm,1 Lion stationary,"S126, 4.5km W from H1-3 Near Satara",5/5,Ansunette,"Dec 26, 2023 · 1:03 PM UTC"
1:15pm,1 Spotted Hyena stationary,"H7, 9.6km E of S106 W junction Near Orpen",5/5,hanwilliamson,"Dec 26, 2023 · 12:38 PM UTC"
12:15pm,Video of the Leopard in a tree,"H1-1, at S110 tar junction, distant visual Near Malelane",2/5,AfricanBushKingdom,"Dec 26, 2023 · 12:27 PM UTC"
9:48am,1 Elephant ,"H3, 2km N of S114 Near Malelane",2/5,JohanJvRensburg,"Dec 28, 2023 · 8:22 AM UTC"
9:18am,1 Spotted Hyena stationary,"S110 sand, just off the H3 at the sign Near Malelane",4/5,JohanJvRensburg,"Dec 28, 2023 · 7:46 AM UTC"
9:21am,1 Leopard in a tree,"H5, 4km W of H4-2 Near Crocodile Bridge",5/5,Di Garrard,"Dec 28, 2023 · 7:44 AM UTC"
7:58am,3 Elephant on the move,"H9, 2.3km E of S96 Near Letaba",1/5,CaitlinWhytock,"Dec 28, 2023 · 7:19 AM UTC"
7:45am,30 Buffalo stationary,"H9, 5km W of S96 Near Letaba",5/5,CaitlinWhytock,"Dec 28, 2023 · 7:19 AM UTC"
8:56am,1 Elephant eating,"S25, 3.7km E of S26 Near Crocodile Bridge",5/5,maricellolivier,"Dec 28, 2023 · 7:15 AM UTC"
9:01am,1 Leopard ,"H3, 1.1km N of S110 tar Near Malelane",5/5,JohanJvRensburg,"Dec 28, 2023 · 7:07 AM UTC"
